College of Dentistry-DDM-First Year,COLLEGE,College of Dentistry,DDM,First Year,SY1819,2nd Semester,College of Arts and Sciences,Regular Classroom,,GEN 003,"Science, Technology and Society",,3,,,3,3,,,3,50,,,542,10,,,42,,,10,,,30,,,30,DDM-First Year-2nd Semester-GEN 003,,,,,,,1,DDM-1,,,,,,,,,,,,,Lecture,,,Regular Classroom,,College of Arts and Sciences
College of Dentistry-DDM-First Year,COLLEGE,College of Dentistry,DDM,First Year,SY1819,2nd Semester,College of Arts and Sciences,Regular Classroom,,GEN 005,The Contemporary World,,3,,,3,3,,,3,50,,,542,10,,,42,,,10,,,30,,,30,DDM-First Year-2nd Semester-GEN 005,,,,,,,1,DDM-1,,,,,,,,,,,,,Lecture,,,Regular Classroom,,College of Arts and Sciences
College of Dentistry-DDM-First Year,COLLEGE,College of Dentistry,DDM,First Year,SY1819,2nd Semester,School of Law and Government,Regular Classroom,,POS 001,Politics and Governance (with New Philippine Constitution),,3,,,3,3,,,3,50,,,542,10,,,42,,,10,,,30,,,30,DDM-First Year-2nd Semester-POS 001,,,,,,,1,DDM-1,,,,,,,,,,,,,Lecture,,,Regular Classroom,,School of Law and Government
College of Dentistry-DDM-First Year,COLLEGE,College of Dentistry,DDM,First Year,SY1819,2nd Semester,College of Pharmacy,Regular Classroom,Biochem Laboratory,CHE 005,Organic Chemistry (with laboratory),LAB 25,3,2,,5,3,6,,9,50,25,,542,10,21,,42,17,,11,22,,33,132.0,,165,DDM-First Year-2nd Semester-CHE 005,,,,,,,1,DDM-1,,,,,,,,,,,,,Lecture,Laboratory,,Regular Classroom,Biochem Laboratory,College of Pharmacy
College of Dentistry-DDM-First Year,COLLEGE,College of Dentistry,DDM,First Year,SY1819,2nd Semester,College of Rehabilitative Sciences,Regular Classroom,,PED 026,Fitness Exercises,,2,,,2,2,,,2,50,,,542,10,,,42,,,11,,,22,,,22,DDM-First Year-2nd Semester-PED 026,,,,,,,1,DDM-1,,,,,,,,,,,,,Lecture,,,Regular Classroom,,College of Rehabilitative Sciences
College of Dentistry-DDM-First Year,COLLEGE,College of Dentistry,DDM,First Year,SY1819,2nd Semester,College of Arts and Sciences,Regular Classroom,,NST 022,National Service Training Program 2,,3,,,3,3,,,3,50,,,542,10,,,42,,,10,,,30,,,30,DDM-First Year-2nd Semester-NST 022,,,,,,,1,DDM-1,,,,,,,,,,,,,Lecture,,,Regular Classroom,,College of Arts and Sciences
College of Dentistry-DDM-Second Year,COLLEGE,College of Dentistry,DDM,Second Year,SY1819,1st Semester,College of Arts and Sciences,Regular Classroom,,GEN 006,Ethics,,3,,,3,3,,,3,50,,,419,8,,,19,,,8,,,24,,,24,DDM-Second Year-1st Semester-GEN 006,,,,47,,,2,DDM-2,,422,510,572,645,729,852,894,963,"1,032","1,100",,Lecture,,,Regular Classroom,,College of Arts and Sciences
College of Dentistry-DDM-Second Year,COLLEGE,College of Dentistry,DDM,Second Year,SY1819,1st Semester,College of Arts and Sciences,Regular Classroom,,GEN 009,The Entrepreneurial Mind,,3,,,3,3,,,3,50,,,419,8,,,19,,,8,,,24,,,24,DDM-Second Year-1st Semester-GEN 009,,,,48,,,2,DDM-2,,422,510,572,645,729,852,894,963,"1,032","1,100",,Lecture,,,Regular Classroom,,College of Arts and Sciences
College of Dentistry-DDM-Second Year,COLLEGE,College of Dentistry,DDM,Second Year,SY1819,1st Semester,College of Rehabilitative Sciences,Regular Classroom,Dissection Laboratory,DEN 015,General Anatomy 1,LAB 25,3,2,,5,3,6,,9,50,26,,419,8,16,,19,3,,8,17,,24,102.0,,126,DDM-Second Year-1st Semester-DEN 015,,,,49,,,2,DDM-2,,422,510,572,645,729,852,894,963,"1,032","1,100",,Lecture,Laboratory,,Regular Classroom,Dissection Laboratory,College of Rehabilitative Sciences
College of Dentistry-DDM-Second Year,COLLEGE,College of Dentistry,DDM,Second Year,SY1819,1st Semester,Pre-Medicine,Regular Classroom,,DEN 012,Genetics,LAB 25,2,1,,3,2,3,,5,50,25,,419,8,16,,19,19,,8,17,,16,51.0,,67,DDM-Second Year-1st Semester-DEN 012,,,,48,,,2,DDM-2,,422,510,572,645,729,852,894,963,"1,032","1,100",,Lecture,Laboratory,,Regular Classroom,,Pre-Medicine
College of Dentistry-DDM-Second Year,COLLEGE,College of Dentistry,DDM,Second Year,SY1819,1st Semester,College of Dentistry,Regular Classroom,,DEN 017,Oral Anatomy,LAB 50,2,2,,4,2,6,,8,50,50,,419,8,8,,19,19,,9,9,,18,54.0,,72,DDM-Second Year-1st Semester-DEN 017,,,,51,,,2,DDM-2,,422,510,572,645,729,852,894,963,"1,032","1,100",,Lecture,Laboratory,,Regular Classroom,,College of Dentistry
College of Dentistry-DDM-Second Year,COLLEGE,College of Dentistry,DDM,Second Year,SY1819,1st Semester,College of Rehabilitative Sciences,Regular Classroom,,PED 027,Physical Activities Towards Health and Fitness I,,2,,,2,2,,,2,50,,,419,8,,,19,,,9,,,18,,,18,DDM-Second Year-1st Semester-PED 027,,,,46,,,2,DDM-2,,422,510,572,645,729,852,894,963,"1,032","1,100",,Lecture,,,Regular Classroom,,College of Rehabilitative Sciences
College of Dentistry-DDM-Second Year,COLLEGE,College of Dentistry,DDM,Second Year,SY1819,1st Semester,College of Dentistry,Regular Classroom,,SSP 005,Student Success Program 1,,1,,,1,1,,,1,50,,,419,8,,,19,,,8,,,8,,,8,DDM-Second Year-1st Semester-SSP 005,,,,49,,,2,DDM-2,,422,510,572,645,729,852,894,963,"1,032","1,100",,Lecture,,,Regular Classroom,,College of Dentistry
College of Dentistry-DDM-Second Year,COLLEGE,College of Dentistry,DDM,Second Year,SY1819,1st Semester,College of Arts and Sciences,Regular Classroom,,BAM 006,Business Communication,,3,,,3,3,,,3,50,,,419,8,,,19,,,8,,,24,,,24,DDM-Second Year-1st Semester-BAM 006,,,,50,,,2,DDM-2,,422,510,572,645,729,852,894,963,"1,032","1,100",,Lecture,,,Regular Classroom,,College of Arts and Sciences
College of Dentistry-DDM-Second Year,COLLEGE,College of Dentistry,DDM,Second Year,SY1819,2nd Semester,College of Rehabilitative Sciences,Regular Classroom,Dissection Laboratory,DEN 018,General Anatomy 2,LAB 25,3,2,,5,3,6,,9,50,25,,386,7,15,,36,11,,8,16,,24,96.0,,120,DDM-Second Year-2nd Semester-DEN 018,,,,,,,2,DDM-2,,,,,,,,,,,,,Lecture,Laboratory,,Regular Classroom,Dissection Laboratory,College of Rehabilitative Sciences
College of Dentistry-DDM-Second Year,COLLEGE,College of Dentistry,DDM,Second Year,SY1819,2nd Semester,College of Pharmacy,Regular Classroom,Biochem Laboratory,BIO 024,Biochemistry (with laboratory),LAB 25,3,2,,5,3,6,,9,50,25,,386,7,15,,36,11,,8,15,,24,90.0,,114,DDM-Second Year-2nd Semester-BIO 024,,,,,,Can this be 15 sections where 11 of them will have 26 CS on lab classes,2,DDM-2,,,,,,,,,,,,,Lecture,Laboratory,,Regular Classroom,Biochem Laboratory,College of Pharmacy
College of Dentistry-DDM-Second Year,COLLEGE,College of Dentistry,DDM,Second Year,SY1819,2nd Semester,College of IT and Engineering,Regular Classroom,,DEN 027,Dental Informatics,,3,,,3,3,,,3,50,,,386,7,,,36,,,8,,,24,,,24,DDM-Second Year-2nd Semester-DEN 027,,,,,,,2,DDM-2,,,,,,,,,,,,,Lecture,,,Regular Classroom,,College of IT and Engineering
College of Dentistry-DDM-Second Year,COLLEGE,College of Dentistry,DDM,Second Year,SY1819,2nd Semester,College of Rehabilitative Sciences,Regular Classroom,,PED 028,Physical Activities Towards Health and Fitness II,,2,,,2,2,,,2,50,,,386,7,,,36,,,8,,,16,,,16,DDM-Second Year-2nd Semester-PED 028,,,,,,,2,DDM-2,,,,,,,,,,,,,Lecture,,,Regular Classroom,,College of Rehabilitative Sciences
College of Dentistry-DDM-Second Year,COLLEGE,College of Dentistry,DDM,Second Year,SY1819,2nd Semester,College of Rehabilitative Sciences,Regular Classroom,Physiology Laboratory,HES 095,General Human Physiology and Pathophysiology with Family Planning,LAB 25,2,2,,4,2,4.5,,6.5,50,25,,386,7,15,,36,11,,8,16,,16,72.0,,88,DDM-Second Year-2nd Semester-HES 095,,,,,,,2,DDM-2,,,,,,,,,,,,,Lecture,Laboratory,,Regular Classroom,Physiology Laboratory,College of Rehabilitative Sciences
College of Dentistry-DDM-Second Year,COLLEGE,College of Dentistry,DDM,Second Year,SY1819,2nd Semester,College of Rehabilitative Sciences,Regular Classroom,Dissection Laboratory,HES 095,General Human Physiology and Pathophysiology with Family Planning,LAB 25,2,2,,4,2,1.5,,3.5,50,25,,386,7,15,,36,11,,8,16,,16,24.0,,40,DDM-Second Year-2nd Semester-HES 095,,,,,,,2,DDM-2,,,,,,,,,,,,,Lecture,Laboratory,,Regular Classroom,Dissection Laboratory,College of Rehabilitative Sciences
College of Dentistry-DDM-Second Year,COLLEGE,College of Dentistry,DDM,Second Year,SY1819,2nd Semester,College of Medical Technology,Regular Classroom,Histology/General Pathology,HES 096,Human Histology and Embryology,LAB 25,3,2,,5,3,6,,9,50,25,,386,7,15,,36,11,,8,16,,24.0,96.0,,120.0,DDM-Second Year-2nd Semester-HES 096,,,,,,,2,DDM-2,,,,,,,,,,,,,Lecture,Laboratory,,Regular Classroom,Histology/General Pathology,College of Medical Technology
College of Dentistry-DDM-Second Year,COLLEGE,College of Dentistry,DDM,Second Year,SY1819,2nd Semester,College of Arts and Sciences,Regular Classroom,,ENG 189,Advanced English Communication,,3,,,3,3,,,3,50,,,386,7,,,36,,,7,,,21,,,21,DDM-Second Year-2nd Semester-ENG 189,,,,,,,2,DDM-2,,,,,,,,,,,,,Lecture,,,Regular Classroom,,College of Arts and Sciences
College of Dentistry-DDM-Third Year,COLLEGE,College of Dentistry,DDM,Third Year,SY1819,1st Semester,College of Dentistry,Regular Classroom,,DEN 020,Oral Histology & Embryology,LAB 50,2,2,,4,2,5,,7,50,50,,350,7,7,,,,,7,7,,14,35.0,,49,DDM-Third Year-1st Semester-DEN 020,,,,45,,,3,DDM-3,,353,381,456,512,577,659,770,808,870,932,,Lecture,Laboratory,,Regular Classroom,,College of Dentistry
College of Dentistry-DDM-Third Year,COLLEGE,College of Dentistry,DDM,Third Year,SY1819,1st Semester,College of Dentistry,Regular Classroom,,DEN 051,Biostatistics & Epidemiology,,3,,,3,3,,,3,50,,,350,7,,,,,,7,,,21,,,21,DDM-Third Year-1st Semester-DEN 051,,,,49,,,3,DDM-3,,353,381,456,512,577,659,770,808,870,932,,Lecture,,,Regular Classroom,,College of Dentistry
College of Dentistry-DDM-Third Year,COLLEGE,College of Dentistry,DDM,Third Year,SY1819,1st Semester,College of Medical Technology,Regular Classroom,,HES 087,General Microbiology,LAB 25,2,1,,3,2,3,,5,50,25,,350,7,14,,,,,7,14,,14.0,42.0,,56.0,DDM-Third Year-1st Semester-HES 087,,,,50,,,3,DDM-3,,353,381,456,512,577,659,770,808,870,932,,Lecture,Laboratory,,Regular Classroom,,College of Medical Technology
College of Dentistry-DDM-Third Year,COLLEGE,College of Dentistry,DDM,Third Year,SY1819,1st Semester,College of Medical Technology,Regular Classroom,,HES 097,General Pathology,LAB 25,2,2,,4,2,6,,8,50,25,,350,7,14,,,,,7,14,,14.0,84.0,,98.0,DDM-Third Year-1st Semester-HES 097,,,,47,,,3,DDM-3,,353,381,456,512,577,659,770,808,870,932,,Lecture,Laboratory,,Regular Classroom,,College of Medical Technology
College of Dentistry-DDM-Third Year,COLLEGE,College of Dentistry,DDM,Third Year,SY1819,1st Semester,College of Dentistry,Regular Classroom,,DEN 010,Dental Materials,LAB 50,3,2,,5,3,6,,9,50,50,,350,7,7,,,,,7,7,,21,42.0,,63,DDM-Third Year-1st Semester-DEN 010,,,,52,,,3,DDM-3,,353,381,456,512,577,659,770,808,870,932,,Lecture,Laboratory,,Regular Classroom,,College of Dentistry
College of Dentistry-DDM-Third Year,COLLEGE,College of Dentistry,DDM,Third Year,SY1819,1st Semester,College of Dentistry,Regular Classroom,,DEN 022,Nutrition in Dentistry,,2,,,2,2,,,2,50,,,350,7,,,,,,7,,,14,,,14,DDM-Third Year-1st Semester-DEN 022,,,,47,,,3,DDM-3,,353,381,456,512,577,659,770,808,870,932,,Lecture,,,Regular Classroom,,College of Dentistry
College of Dentistry-DDM-Third Year,COLLEGE,College of Dentistry,DDM,Third Year,SY1819,2nd Semester,College of Dentistry,Regular Classroom,,DEN 024,Cariology,,2,,,2,2,,,2,50,,,294,5,,,44,,,5,,,10,,,10,DDM-Third Year-2nd Semester-DEN 024,,,,,,,3,DDM-3,,,,,,,,,,,,,Lecture,,,Regular Classroom,,College of Dentistry
College of Dentistry-DDM-Third Year,COLLEGE,College of Dentistry,DDM,Third Year,SY1819,2nd Semester,College of Dentistry,Regular Classroom,,DEN 025,Infection Control,,2,,,2,2,,,2,50,,,294,5,,,44,,,5,,,10,,,10,DDM-Third Year-2nd Semester-DEN 025,,,,,,,3,DDM-3,,,,,,,,,,,,,Lecture,,,Regular Classroom,,College of Dentistry
College of Dentistry-DDM-Third Year,COLLEGE,College of Dentistry,DDM,Third Year,SY1819,2nd Semester,College of Dentistry,Regular Classroom,,DEN 026,Oral Physiology & Occlusion,,3,,,3,3,,,3,50,,,294,5,,,44,,,5,,,15,,,15,DDM-Third Year-2nd Semester-DEN 026,,,,,,,3,DDM-3,,,,,,,,,,,,,Lecture,,,Regular Classroom,,College of Dentistry
College of Dentistry-DDM-Third Year,COLLEGE,College of Dentistry,DDM,Third Year,SY1819,2nd Semester,College of Dentistry,Regular Classroom,,DEN 030,Operative Dentistry 1,LAB 50,2,2,,4,2,6,,8,50,50,,294,5,5,,44,44,,5,6,,10,36.0,,46,DDM-Third Year-2nd Semester-DEN 030,,,,,,,3,DDM-3,,,,,,,,,,,,,Lecture,Laboratory,,Regular Classroom,,College of Dentistry
College of Dentistry-DDM-Third Year,COLLEGE,College of Dentistry,DDM,Third Year,SY1819,2nd Semester,College of Dentistry,Regular Classroom,,DEN 031,Prosthodontics 1 (FPD),LAB 50,2,2,,4,2,6,,8,50,50,,294,5,5,,44,44,,5,6,,10,36.0,,46,DDM-Third Year-2nd Semester-DEN 031,,,,,,,3,DDM-3,,,,,,,,,,,,,Lecture,Laboratory,,Regular Classroom,,College of Dentistry
College of Dentistry-DDM-Third Year,COLLEGE,College of Dentistry,DDM,Third Year,SY1819,2nd Semester,College of Dentistry,Regular Classroom,,DEN 032,Oral Pathology 1,LAB 50,2,2,,4,2,5,,7,50,50,,294,5,5,,44,44,,6,6,,12,30.0,,42,DDM-Third Year-2nd Semester-DEN 032,,,,,,,3,DDM-3,,,,,,,,,,,,,Lecture,Laboratory,,Regular Classroom,,College of Dentistry
College of Dentistry-DDM-Third Year,COLLEGE,College of Dentistry,DDM,Third Year,SY1819,2nd Semester,College of Dentistry,Regular Classroom,,DEN 033,Roentgenology,LAB 50,2,1,,3,2,3,,5,50,50,,294,5,5,,44,44,,6,6,,12,18.0,,30,DDM-Third Year-2nd Semester-DEN 033,,,,,,,3,DDM-3,,,,,,,,,,,,,Lecture,Laboratory,,Regular Classroom,,College of Dentistry
College of Dentistry-DDM-Third Year,COLLEGE,College of Dentistry,DDM,Third Year,SY1819,2nd Semester,College of Dentistry,Regular Classroom,,SSP 006,Student Success Program 2,,1,,,1,1,,,1,50,,,294,5,,,44,,,6,,,6,,,6,DDM-Third Year-2nd Semester-SSP 006,,,,,,,3,DDM-3,,,,,,,,,,,,,Lecture,,,Regular Classroom,,College of Dentistry
College of Dentistry-DDM-Third Year,COLLEGE,College of Dentistry,DDM,Third Year,SY1819,2nd Semester,College of Pharmacy,Regular Classroom,Regular Classroom,DEN 023,General Pharmacology (with laboratory),LAB 25,2,1,,3,2,3,,5,50,25,,294,5,11,,44,19,,6,12,,12,36.0,,48,DDM-Third Year-2nd Semester-DEN 023,,,,,,,3,DDM-3,,,,,,,,,,,,,Lecture,Laboratory,,Regular Classroom,Regular Classroom,College of Pharmacy
College of Dentistry-DDM-Fourth Year,COLLEGE,College of Dentistry,DDM,Fourth Year,SY1819,1st Semester,College of Dentistry,Regular Classroom,,DEN 036,Prosthodontics 2 (RPP),LAB 50,2,2,,4,2,6,,8,50,50,,246,4,4,,46,46,,5,5,,10,30.0,,40,DDM-Fourth Year-1st Semester-DEN 036,,,,33,,,4,DDM-4,,254,296,326,391,439,489,559,652,684,737,,Lecture,Laboratory,,Regular Classroom,,College of Dentistry
College of Dentistry-DDM-Fourth Year,COLLEGE,College of Dentistry,DDM,Fourth Year,SY1819,1st Semester,College of Dentistry,Regular Classroom,,DEN 034,Orthodontics 1 (Growth & Dev),LAB 50,2,1,,3,2,3,,5,50,50,,246,4,4,,46,46,,5,5,,10,15.0,,25,DDM-Fourth Year-1st Semester-DEN 034,,,,42,,,4,DDM-4,,254,296,326,391,439,489,559,652,684,737,,Lecture,Laboratory,,Regular Classroom,,College of Dentistry
College of Dentistry-DDM-Fourth Year,COLLEGE,College of Dentistry,DDM,Fourth Year,SY1819,1st Semester,College of Dentistry,Regular Classroom,,DEN 038,Operative Dentistry 2,LAB 50,2,1,,3,2,3,,5,50,50,,246,4,4,,46,46,,5,5,,10,15.0,,25,DDM-Fourth Year-1st Semester-DEN 038,,,,46,,,4,DDM-4,,254,296,326,391,439,489,559,652,684,737,,Lecture,Laboratory,,Regular Classroom,,College of Dentistry
College of Dentistry-DDM-Fourth Year,COLLEGE,College of Dentistry,DDM,Fourth Year,SY1819,1st Semester,College of Dentistry,Regular Classroom,,DEN 039,Periodontics 1,LAB 50,2,1,,3,2,3,,5,50,50,,246,4,4,,46,46,,5,5,,10,15.0,,25,DDM-Fourth Year-1st Semester-DEN 039,,,,49,,,4,DDM-4,,254,296,326,391,439,489,559,652,684,737,,Lecture,Laboratory,,Regular Classroom,,College of Dentistry
College of Dentistry-DDM-Fourth Year,COLLEGE,College of Dentistry,DDM,Fourth Year,SY1819,1st Semester,College of Dentistry,Regular Classroom,,DEN 041,Oral Pathology 2,,3,,,3,3,,,3,50,,,246,4,,,46,,,5,,,15,,,15,DDM-Fourth Year-1st Semester-DEN 041,,,,48,,,4,DDM-4,,254,296,326,391,439,489,559,652,684,737,,Lecture,,,Regular Classroom,,College of Dentistry
College of Dentistry-DDM-Fourth Year,COLLEGE,College of Dentistry,DDM,Fourth Year,SY1819,1st Semester,College of Dentistry,Regular Classroom,,DEN 035,Anesthesiology,LAB 50,2,1,,3,2,3,,5,50,50,,246,4,4,,46,46,,5,5,,10,15.0,,25,DDM-Fourth Year-1st Semester-DEN 035,,,,50,,,4,DDM-4,,254,296,326,391,439,489,559,652,684,737,,Lecture,Laboratory,,Regular Classroom,,College of Dentistry
College of Dentistry-DDM-Fourth Year,COLLEGE,College of Dentistry,DDM,Fourth Year,SY1819,1st Semester,College of Dentistry,Regular Classroom,,SSP 007,Student Success Program 3,,1,,,1,1,,,1,50,,,246,4,,,46,,,5,,,5,,,5,DDM-Fourth Year-1st Semester-SSP 007,,,,51,,,4,DDM-4,,254,296,326,391,439,489,559,652,684,737,,Lecture,,,Regular Classroom,,College of Dentistry
College of Dentistry-DDM-Fourth Year,COLLEGE,College of Dentistry,DDM,Fourth Year,SY1819,1st Semester,College of Dentistry,Regular Classroom,,DEN 001,Dental Public Health 1,,2,,,2,2,,,2,50,,,246,4,,,46,,,5,,,10,,,10,DDM-Fourth Year-1st Semester-DEN 001,,,,48,,,4,DDM-4,,254,296,326,391,439,489,559,652,684,737,,Lecture,,,Regular Classroom,,College of Dentistry
College of Dentistry-DDM-Fourth Year,COLLEGE,College of Dentistry,DDM,Fourth Year,SY1819,2nd Semester,College of Dentistry,Regular Classroom,,DEN 037,Prosthodontics 3 (CDP),LAB 50,2,2,,4,2,6,,8,50,50,,229,4,4,,29,29,,5,5,,10,30.0,,40,DDM-Fourth Year-2nd Semester-DEN 037,,,,,,,4,DDM-4,,,,,,,,,,,,,Lecture,Laboratory,,Regular Classroom,,College of Dentistry
College of Dentistry-DDM-Fourth Year,COLLEGE,College of Dentistry,DDM,Fourth Year,SY1819,2nd Semester,College of Dentistry,Regular Classroom,,DEN 040,Orthodontics 2,LAB 50,2,1,,3,2,3,,5,50,50,,229,4,4,,29,29,,5,5,,10,15.0,,25,DDM-Fourth Year-2nd Semester-DEN 040,,,,,,,4,DDM-4,,,,,,,,,,,,,Lecture,Laboratory,,Regular Classroom,,College of Dentistry
College of Dentistry-DDM-Fourth Year,COLLEGE,College of Dentistry,DDM,Fourth Year,SY1819,2nd Semester,College of Dentistry,Regular Classroom,,DEN 043,Oral Surgery 1,,2,,,2,2,,,2,50,,,229,4,,,29,,,5,,,10,,,10,DDM-Fourth Year-2nd Semester-DEN 043,,,,,,,4,DDM-4,,,,,,,,,,,,,Lecture,,,Regular Classroom,,College of Dentistry
College of Dentistry-DDM-Fourth Year,COLLEGE,College of Dentistry,DDM,Fourth Year,SY1819,2nd Semester,College of Dentistry,Regular Classroom,,DEN 044,Periodontics 2,,2,,,2,2,,,2,50,,,229,4,,,29,,,5,,,10,,,10,DDM-Fourth Year-2nd Semester-DEN 044,,,,,,,4,DDM-4,,,,,,,,,,,,,Lecture,,,Regular Classroom,,College of Dentistry
College of Dentistry-DDM-Fourth Year,COLLEGE,College of Dentistry,DDM,Fourth Year,SY1819,2nd Semester,College of Dentistry,Regular Classroom,,DEN 045,Endodontics,LAB 50,3,1,,4,3,3,,6,50,50,,229,4,4,,29,29,,5,5,,15,15.0,,30,DDM-Fourth Year-2nd Semester-DEN 045,,,,,,,4,DDM-4,,,,,,,,,,,,,Lecture,Laboratory,,Regular Classroom,,College of Dentistry
College of Dentistry-DDM-Fourth Year,COLLEGE,College of Dentistry,DDM,Fourth Year,SY1819,2nd Semester,College of Dentistry,Regular Classroom,,DEN 046,Principles of Medicine,,2,,,2,2,,,2,50,,,229,4,,,29,,,5,,,10,,,10,DDM-Fourth Year-2nd Semester-DEN 046,,,,,,,4,DDM-4,,,,,,,,,,,,,Lecture,,,Regular Classroom,,College of Dentistry
